"Squirrel","date","tod","Feed","Forage","NestMove","NestNotMove","notmoving","Travel","total","Deploy","out","act","Grid","Treatment","Sex","Squirrel_ID"
"C15",2016-03-19,"night",0,0,4327,33177,0,0,37504,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-20,"dawn",462,614,276,494,662,35,2543,"March 2016",0.697208022021235,0.436885568226504,"AG","foodsup","M",13401
"C15",2016-03-20,"day",5510,8982,6949,16366,5679,669,44155,"March 2016",0.471973728909523,0.343358623032499,"AG","foodsup","M",13401
"C15",2016-03-20,"dusk",0,0,154,2389,0,0,2543,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-20,"night",77,310,5159,31583,0,30,37159,"March 2016",0.0112220458031702,0.0112220458031702,"AG","foodsup","M",13401
"C15",2016-03-21,"dawn",77,204,330,1703,218,15,2547,"March 2016",0.201806046329015,0.116215155084413,"AG","foodsup","M",13401
"C15",2016-03-21,"day",5517,8973,5828,17644,5497,1033,44492,"March 2016",0.47244448440169,0.34889418322395,"AG","foodsup","M",13401
"C15",2016-03-21,"dusk",0,0,33,2513,0,0,2546,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-21,"night",0,49,4235,32524,0,7,36815,"March 2016",0.00152111910905881,0.00152111910905881,"AG","foodsup","M",13401
"C15",2016-03-22,"dawn",11,59,363,1983,131,5,2552,"March 2016",0.0807210031347962,0.0293887147335423,"AG","foodsup","M",13401
"C15",2016-03-22,"day",5412,8778,5079,18609,5803,1147,44828,"March 2016",0.47158026233604,0.34212991880075,"AG","foodsup","M",13401
"C15",2016-03-22,"dusk",0,0,143,2409,0,0,2552,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-22,"night",66,194,4378,31736,55,39,36468,"March 2016",0.00970714050674564,0.00819896895908742,"AG","foodsup","M",13401
"C15",2016-03-23,"dawn",0,0,305,2252,0,0,2557,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-23,"day",5991,9709,5235,17029,6231,969,45164,"March 2016",0.507041006111062,0.369077141085821,"AG","foodsup","M",13401
"C15",2016-03-23,"dusk",0,0,121,2436,0,0,2557,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-23,"night",132,193,5783,29639,355,20,36122,"March 2016",0.0193787719395382,0.00955096617020099,"AG","foodsup","M",13401
"C15",2016-03-24,"dawn",33,62,274,2148,41,5,2563,"March 2016",0.055013655872025,0.0390167772142021,"AG","foodsup","M",13401
"C15",2016-03-24,"day",5199,9972,6424,16086,6373,1446,45500,"March 2016",0.505274725274725,0.365208791208791,"AG","foodsup","M",13401
"C15",2016-03-24,"dusk",0,0,136,2427,0,0,2563,"March 2016",0,0,"AG","foodsup","M",13401
"C15",2016-03-24,"night",192,563,5428,28947,536,108,35774,"March 2016",0.0391066137418237,0.0241236652317325,"AG","foodsup","M",13401
"C2",2016-03-11,"dawn",0,0,233,2294,0,0,2527,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-11,"day",6342,14296,4087,9540,4023,2839,41127,"March 2016",0.668660490675225,0.570841539621173,"AG","foodsup","M",21599
"C2",2016-03-11,"dusk",0,0,1210,1317,0,0,2527,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-11,"night",0,0,4411,35808,0,0,40219,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-12,"dawn",0,0,778,1749,0,0,2527,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-12,"day",7040,13441,4407,10157,3355,3064,41464,"March 2016",0.648755546980513,0.567841983407293,"AG","foodsup","M",21599
"C2",2016-03-12,"dusk",0,0,253,2273,0,0,2526,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-12,"night",0,0,2906,36977,0,0,39883,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-13,"dawn",0,341,1426,724,0,35,2526,"March 2016",0.148851939825812,0.148851939825812,"AG","foodsup","M",21599
"C2",2016-03-13,"day",7088,13591,3748,11879,3179,2316,41801,"March 2016",0.626157268964857,0.550106456783331,"AG","foodsup","M",21599
"C2",2016-03-13,"dusk",0,0,616,1910,0,0,2526,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-13,"night",217,101,4003,31524,82,20,35947,"March 2016",0.0116838679166551,0.00940273179959385,"AG","foodsup","M",21599
"C2",2016-03-13,"0",0,0,235,3365,0,0,3600,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-14,"dawn",0,0,209,2319,0,0,2528,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-14,"day",5733,9179,7087,13409,4846,1882,42136,"March 2016",0.513575090184166,0.398566546421113,"AG","foodsup","M",21599
"C2",2016-03-14,"dusk",0,0,98,2430,0,0,2528,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-14,"night",0,0,2795,36413,0,0,39208,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-15,"dawn",0,0,349,2180,0,0,2529,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-15,"day",7170,13676,5155,10248,3214,3010,42473,"March 2016",0.637346078685282,0.561674475549172,"AG","foodsup","M",21599
"C2",2016-03-15,"dusk",0,0,205,2323,0,0,2528,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-15,"night",0,0,4018,34852,0,0,38870,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-16,"dawn",0,30,862,1620,0,19,2531,"March 2016",0.0193599367838799,0.0193599367838799,"AG","foodsup","M",21599
"C2",2016-03-16,"day",4874,8573,7224,16714,3636,1788,42809,"March 2016",0.440818519470205,0.355883108692097,"AG","foodsup","M",21599
"C2",2016-03-16,"dusk",0,0,357,2173,0,0,2530,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-16,"night",0,0,3248,35282,0,0,38530,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-17,"dawn",11,119,1006,1375,0,22,2533,"March 2016",0.06000789577576,0.06000789577576,"AG","foodsup","M",21599
"C2",2016-03-17,"day",4640,10352,6972,17146,2189,1847,43146,"March 2016",0.441014230751402,0.390279516061744,"AG","foodsup","M",21599
"C2",2016-03-17,"dusk",0,0,231,2302,0,0,2533,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-17,"night",0,0,4101,34087,0,0,38188,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-18,"dawn",215,1374,286,300,151,210,2536,"March 2016",0.768927444794953,0.709384858044164,"AG","foodsup","M",21599
"C2",2016-03-18,"day",3603,7670,7189,20433,3458,1129,43482,"March 2016",0.364748631617681,0.285221470953498,"AG","foodsup","M",21599
"C2",2016-03-18,"dusk",69,21,449,1996,0,0,2535,"March 2016",0.0355029585798817,0.0355029585798817,"AG","foodsup","M",21599
"C2",2016-03-18,"night",115,195,4643,32804,11,79,37847,"March 2016",0.0105688693951964,0.0102782254868285,"AG","foodsup","M",21599
"C2",2016-03-19,"dawn",374,880,553,556,0,176,2539,"March 2016",0.563213863725876,0.563213863725876,"AG","foodsup","M",21599
"C2",2016-03-19,"day",3640,11186,6935,17984,2481,1593,43819,"March 2016",0.431319747141651,0.374700472397818,"AG","foodsup","M",21599
"C2",2016-03-19,"dusk",0,0,736,1802,0,0,2538,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-19,"night",0,35,4434,33030,0,5,37504,"March 2016",0.00106655290102389,0.00106655290102389,"AG","foodsup","M",21599
"C2",2016-03-20,"dawn",484,1227,253,359,126,94,2543,"March 2016",0.759339362957137,0.70979158474243,"AG","foodsup","M",21599
"C2",2016-03-20,"day",5024,12199,5649,18116,1509,1658,44155,"March 2016",0.461782357603895,0.427607292492356,"AG","foodsup","M",21599
"C2",2016-03-20,"dusk",0,0,913,1630,0,0,2543,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-20,"night",242,516,3783,32397,121,100,37159,"March 2016",0.0263462418256681,0.0230899647460911,"AG","foodsup","M",21599
"C2",2016-03-21,"dawn",847,1136,77,198,29,260,2547,"March 2016",0.892029839026306,0.88064389477817,"AG","foodsup","M",21599
"C2",2016-03-21,"day",4488,11529,6640,16662,3410,1763,44492,"March 2016",0.476265396026252,0.39962240402769,"AG","foodsup","M",21599
"C2",2016-03-21,"dusk",0,0,253,2293,0,0,2546,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-21,"night",154,476,3622,32475,38,50,36815,"March 2016",0.0195029200054326,0.0184707320385712,"AG","foodsup","M",21599
"C2",2016-03-22,"dawn",44,92,341,1947,123,5,2552,"March 2016",0.103448275862069,0.0552507836990596,"AG","foodsup","M",21599
"C2",2016-03-22,"day",4607,11355,5829,17989,3046,2002,44828,"March 2016",0.468680289105024,0.400731685553672,"AG","foodsup","M",21599
"C2",2016-03-22,"dusk",0,0,544,2008,0,0,2552,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-22,"night",121,616,3491,32031,67,142,36468,"March 2016",0.0259405506197214,0.024103323461665,"AG","foodsup","M",21599
"C2",2016-03-23,"dawn",572,1256,99,162,209,259,2557,"March 2016",0.897927258506062,0.816190848650763,"AG","foodsup","M",21599
"C2",2016-03-23,"day",4417,11842,5260,18764,2915,1966,45164,"March 2016",0.468071915685059,0.403529359666991,"AG","foodsup","M",21599
"C2",2016-03-23,"dusk",0,0,264,2293,0,0,2557,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-23,"night",77,223,3496,32132,99,95,36122,"March 2016",0.0136758761973313,0.0109351641658823,"AG","foodsup","M",21599
"C2",2016-03-24,"dawn",44,605,934,855,0,125,2563,"March 2016",0.301989855637924,0.301989855637924,"AG","foodsup","M",21599
"C2",2016-03-24,"day",4847,11994,5877,18637,2534,1611,45500,"March 2016",0.461230769230769,0.405538461538462,"AG","foodsup","M",21599
"C2",2016-03-24,"dusk",0,0,110,2453,0,0,2563,"March 2016",0,0,"AG","foodsup","M",21599
"C2",2016-03-24,"night",550,563,3663,30231,648,119,35774,"March 2016",0.0525521328339017,0.034438418963493,"AG","foodsup","M",21599
"E1",2016-03-21,"dawn",0,0,143,2404,0,0,2547,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-21,"day",11065,6054,7758,15444,3453,718,44492,"March 2016",0.478512991099523,0.400903533219455,"KL","control","M",21487
"E1",2016-03-21,"dusk",464,268,465,671,616,62,2546,"March 2016",0.553809897879026,0.311861743912019,"KL","control","M",21487
"E1",2016-03-21,"night",0,0,2857,33958,0,0,36815,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-22,"dawn",165,150,0,0,2237,0,2552,"March 2016",1,0.123432601880878,"KL","control","M",21487
"E1",2016-03-22,"day",13966,5908,2794,14350,7132,678,44828,"March 2016",0.617560453288123,0.458463460337289,"KL","control","M",21487
"E1",2016-03-22,"dusk",128,19,1092,1310,0,3,2552,"March 2016",0.0587774294670846,0.0587774294670846,"KL","control","M",21487
"E1",2016-03-22,"night",883,638,1173,14391,19337,46,36468,"March 2016",0.57321487331359,0.042969178457826,"KL","control","M",21487
"E1",2016-03-23,"dawn",0,0,187,2370,0,0,2557,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-23,"day",15084,4152,4419,18865,2198,446,45164,"March 2016",0.484456646886901,0.4357895669117,"KL","control","M",21487
"E1",2016-03-23,"dusk",0,0,368,2189,0,0,2557,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-23,"night",44,28,1942,33810,293,5,36122,"March 2016",0.0102430651680416,0.00213166491334921,"KL","control","M",21487
"E1",2016-03-24,"dawn",0,0,264,2299,0,0,2563,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-24,"day",17571,6453,3893,13567,3112,904,45500,"March 2016",0.616263736263736,0.547868131868132,"KL","control","M",21487
"E1",2016-03-24,"dusk",560,183,374,1079,352,15,2563,"March 2016",0.433086227077643,0.295747171283652,"KL","control","M",21487
"E1",2016-03-24,"night",0,0,2255,33519,0,0,35774,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-25,"dawn",143,55,0,0,2372,0,2570,"March 2016",1,0.0770428015564202,"KL","control","M",21487
"E1",2016-03-25,"day",19436,6621,1467,9524,7822,966,45836,"March 2016",0.760210315036216,0.589558425691596,"KL","control","M",21487
"E1",2016-03-25,"dusk",552,365,300,1030,253,70,2570,"March 2016",0.482490272373541,0.384046692607004,"KL","control","M",21487
"E1",2016-03-25,"night",231,134,2197,28752,4065,45,35424,"March 2016",0.126326784101174,0.0115740740740741,"KL","control","M",21487
"E1",2016-03-26,"dawn",0,0,517,2060,0,0,2577,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-26,"day",15212,7298,9030,12813,954,866,46173,"March 2016",0.526931323500747,0.506269897992333,"KL","control","M",21487
"E1",2016-03-26,"dusk",0,0,187,2389,0,0,2576,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-26,"night",0,0,1727,33347,0,0,35074,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-27,"dawn",132,33,0,0,2420,0,2585,"March 2016",1,0.0638297872340425,"KL","control","M",21487
"E1",2016-03-27,"day",18666,6444,2929,12221,5435,814,46509,"March 2016",0.674256595497646,0.557397492958352,"KL","control","M",21487
"E1",2016-03-27,"dusk",0,0,110,2474,0,0,2584,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-27,"night",583,369,1177,23959,8629,5,34722,"March 2016",0.276078566902828,0.0275617763953689,"KL","control","M",21487
"E1",2016-03-28,"dawn",66,11,0,0,2516,0,2593,"March 2016",1,0.0296953335904358,"KL","control","M",21487
"E1",2016-03-28,"day",19544,7181,2029,11881,5291,919,46845,"March 2016",0.703063293841392,0.590116341124987,"KL","control","M",21487
"E1",2016-03-28,"dusk",209,156,198,1334,671,25,2593,"March 2016",0.409178557655226,0.150404936367142,"KL","control","M",21487
"E1",2016-03-28,"night",685,337,1519,17999,13829,0,34369,"March 2016",0.432104512787687,0.0297360993918939,"KL","control","M",21487
"E1",2016-03-29,"dawn",0,0,302,2299,0,0,2601,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-29,"day",17447,9451,5809,11072,2557,845,47181,"March 2016",0.642207668341069,0.5880121235243,"KL","control","M",21487
"E1",2016-03-29,"dusk",0,0,576,2026,0,0,2602,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-29,"night",0,0,2717,31299,0,0,34016,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-30,"dawn",0,0,396,2215,0,0,2611,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-30,"day",18993,13110,3947,5939,4048,1479,47516,"March 2016",0.791943766310296,0.706751410051351,"KL","control","M",21487
"E1",2016-03-30,"dusk",0,0,388,2223,0,0,2611,"March 2016",0,0,"KL","control","M",21487
"E1",2016-03-30,"night",0,0,2057,31535,70,0,33662,"March 2016",0.00207949616778563,0,"KL","control","M",21487
"E1",2016-03-31,"dawn",572,174,0,30,1843,2,2621,"March 2016",0.988553987027852,0.285387256772224,"KL","control","M",21487
"E1",2016-03-31,"day",16881,11615,3892,10965,3339,1161,47853,"March 2016",0.689528347230059,0.619752157649468,"KL","control","M",21487
"E1",2016-03-31,"dusk",99,72,436,1455,549,10,2621,"March 2016",0.278519648988935,0.0690576115986265,"KL","control","M",21487
"E1",2016-03-31,"night",935,523,924,11788,19130,5,33305,"March 2016",0.618315568232998,0.0439273382375019,"KL","control","M",21487
"E1",2016-04-01,"dawn",0,18,282,2332,0,0,2632,"March 2016",0.00683890577507599,0.00683890577507599,"KL","control","M",21487
"E1",2016-04-01,"day",17695,10375,3060,9540,6476,1042,48188,"March 2016",0.738524113887275,0.604133809247115,"KL","control","M",21487
"E1",2016-04-01,"dusk",60,77,430,1868,192,5,2632,"March 2016",0.126899696048632,0.053951367781155,"KL","control","M",21487
"E1",2016-04-01,"night",0,31,2851,30027,39,0,32948,"March 2016",0.00212455991258954,0.000940876532718223,"KL","control","M",21487
"E1",2016-04-02,"dawn",99,699,1026,565,121,133,2643,"March 2016",0.398032538781687,0.352251229663261,"KL","control","M",21487
"E1",2016-04-02,"day",16036,9059,5506,16410,389,1124,48524,"March 2016",0.548347209628225,0.540330558074355,"KL","control","M",21487
"E1",2016-04-02,"dusk",61,88,252,2211,31,0,2643,"March 2016",0.0681044267877412,0.0563753310631858,"KL","control","M",21487
"E1",2016-04-02,"night",0,0,2811,29779,0,0,32590,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-03,"dawn",0,0,187,2468,0,0,2655,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-03,"day",19124,11960,5410,10429,576,1360,48859,"March 2016",0.675822264065986,0.66403323850263,"KL","control","M",21487
"E1",2016-04-03,"dusk",0,0,228,2427,0,0,2655,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-03,"night",0,0,2519,29712,0,0,32231,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-04,"dawn",0,0,465,2203,0,0,2668,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-04,"day",18265,11843,5217,11237,1132,1500,49194,"March 2016",0.665528316461357,0.642517380168313,"KL","control","M",21487
"E1",2016-04-04,"dusk",0,0,231,2437,0,0,2668,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-04,"night",0,0,2783,29087,0,0,31870,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-05,"dawn",0,0,627,2053,0,0,2680,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-05,"day",16147,9844,3063,13717,5530,1229,49530,"March 2016",0.661215424994953,0.54956591964466,"KL","control","M",21487
"E1",2016-04-05,"dusk",0,0,231,2450,0,0,2681,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-05,"night",0,0,1892,29617,0,0,31509,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-06,"dawn",250,222,0,0,2203,20,2695,"March 2016",1,0.182560296846011,"KL","control","M",21487
"E1",2016-04-06,"day",17476,8163,3886,16380,2902,1058,49865,"March 2016",0.593582673217688,0.535385540960594,"KL","control","M",21487
"E1",2016-04-06,"dusk",0,0,198,2496,0,0,2694,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-06,"night",410,143,1526,22174,6893,0,31146,"March 2016",0.239067617029474,0.0177550889359789,"KL","control","M",21487
"E1",2016-04-07,"dawn",0,0,346,2363,0,0,2709,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-07,"day",14898,5176,7329,21675,546,576,50200,"March 2016",0.422231075697211,0.411354581673307,"KL","control","M",21487
"E1",2016-04-07,"dusk",165,228,459,1606,241,10,2709,"March 2016",0.237726098191214,0.148763381321521,"KL","control","M",21487
"E1",2016-04-07,"night",0,0,2490,28292,0,0,30782,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-08,"dawn",0,0,462,2263,0,0,2725,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-08,"day",11922,6844,9296,21249,396,828,50535,"March 2016",0.395567428514891,0.387731275353715,"KL","control","M",21487
"E1",2016-04-08,"dusk",0,0,436,2288,0,0,2724,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-08,"night",0,0,2236,28180,0,0,30416,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-09,"dawn",0,0,165,2576,0,0,2741,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-09,"day",15847,9387,6727,15883,1969,1057,50870,"March 2016",0.555533713387065,0.516827206605072,"KL","control","M",21487
"E1",2016-04-09,"dusk",0,0,631,2109,0,0,2740,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-09,"night",0,0,1628,28421,0,0,30049,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-10,"dawn",0,0,396,2362,0,0,2758,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-10,"day",12482,6919,6779,23696,504,824,51204,"March 2016",0.404831653777049,0.394988672759941,"KL","control","M",21487
"E1",2016-04-10,"dusk",238,222,950,1326,11,10,2757,"March 2016",0.174464998186435,0.170475154153065,"KL","control","M",21487
"E1",2016-04-10,"night",0,0,2189,27402,90,0,29681,"March 2016",0.00303224284896061,0,"KL","control","M",21487
"E1",2016-04-11,"dawn",0,0,323,2453,0,0,2776,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-11,"day",18077,8211,3604,16804,4087,755,51538,"March 2016",0.604020334510458,0.524719624354845,"KL","control","M",21487
"E1",2016-04-11,"dusk",0,0,407,2368,0,0,2775,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-11,"night",11,2,1995,27216,87,0,29311,"March 2016",0.00341168844461124,0.000443519497799461,"KL","control","M",21487
"E1",2016-04-12,"dawn",342,116,0,0,2330,5,2793,"March 2016",1,0.165771571786609,"KL","control","M",21487
"E1",2016-04-12,"day",16612,8279,5290,15052,5636,1004,51873,"March 2016",0.607849941202552,0.499199969155437,"KL","control","M",21487
"E1",2016-04-12,"dusk",0,0,132,2661,0,0,2793,"March 2016",0,0,"KL","control","M",21487
"E1",2016-04-12,"night",406,137,1794,21901,4698,5,28941,"March 2016",0.181265332918697,0.0189350748073667,"KL","control","M",21487
"E11",2016-03-25,"dawn",374,154,0,20,2022,0,2570,"March 2016",0.992217898832685,0.205447470817121,"KL","control","M",12236
"E11",2016-03-25,"day",11625,7217,4763,19138,2421,672,45836,"March 2016",0.478553975041452,0.425735229950257,"KL","control","M",12236
"E11",2016-03-25,"dusk",0,0,77,2493,0,0,2570,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-25,"night",334,230,1515,27574,5754,17,35424,"March 2016",0.178833559168925,0.0164013098464318,"KL","control","M",12236
"E11",2016-03-26,"dawn",0,0,261,2316,0,0,2577,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-26,"day",10895,5625,5609,22224,1330,490,46173,"March 2016",0.397201827908085,0.368397115197193,"KL","control","M",12236
"E11",2016-03-26,"dusk",0,0,66,2510,0,0,2576,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-26,"night",0,0,2018,33056,0,0,35074,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-27,"dawn",0,0,187,2398,0,0,2585,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-27,"day",11628,7354,4234,20615,2167,511,46509,"March 2016",0.465716312971683,0.419123180459696,"KL","control","M",12236
"E11",2016-03-27,"dusk",0,0,132,2452,0,0,2584,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-27,"night",0,0,1936,32786,0,0,34722,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-28,"dawn",0,0,649,1944,0,0,2593,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-28,"day",14336,5263,4333,20922,1569,422,46845,"March 2016",0.460881630910449,0.427388195111538,"KL","control","M",12236
"E11",2016-03-28,"dusk",0,0,77,2516,0,0,2593,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-28,"night",165,136,1771,32188,102,7,34369,"March 2016",0.0119293549419535,0.00896156420029678,"KL","control","M",12236
"E11",2016-03-29,"dawn",0,0,671,1930,0,0,2601,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-29,"day",14745,5171,4543,21458,879,385,47181,"March 2016",0.448909518662173,0.430279137788517,"KL","control","M",12236
"E11",2016-03-29,"dusk",0,0,126,2476,0,0,2602,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-29,"night",0,0,1705,32311,0,0,34016,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-30,"dawn",0,0,880,1731,0,0,2611,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-30,"day",15419,6209,3738,20638,1116,396,47516,"March 2016",0.486993854701574,0.463507029211213,"KL","control","M",12236
"E11",2016-03-30,"dusk",0,0,121,2490,0,0,2611,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-30,"night",98,133,1816,31316,289,10,33662,"March 2016",0.0157447566989484,0.00715940823480482,"KL","control","M",12236
"E11",2016-03-31,"dawn",394,596,343,1128,85,75,2621,"March 2016",0.438763830599008,0.406333460511255,"KL","control","M",12236
"E11",2016-03-31,"day",17750,8161,4071,15002,2304,565,47853,"March 2016",0.601425198002215,0.553277746431781,"KL","control","M",12236
"E11",2016-03-31,"dusk",0,0,88,2533,0,0,2621,"March 2016",0,0,"KL","control","M",12236
"E11",2016-03-31,"night",99,102,2236,30449,414,5,33305,"March 2016",0.0186158234499324,0.00618525746884852,"KL","control","M",12236
"E11",2016-04-01,"dawn",165,503,1164,760,0,40,2632,"March 2016",0.268996960486322,0.268996960486322,"KL","control","M",12236
"E11",2016-04-01,"day",15956,5896,3646,20030,2201,459,48188,"March 2016",0.508674358761517,0.462999086909604,"KL","control","M",12236
"E11",2016-04-01,"dusk",44,47,631,1771,134,5,2632,"March 2016",0.0873860182370821,0.0364741641337386,"KL","control","M",12236
"E11",2016-04-01,"night",0,0,2255,30653,40,0,32948,"March 2016",0.00121403423576545,0,"KL","control","M",12236
"E11",2016-04-02,"dawn",44,360,1214,957,11,57,2643,"March 2016",0.178584941354521,0.174423004161937,"KL","control","M",12236
"E11",2016-04-02,"day",14437,7979,2705,21591,1257,555,48524,"March 2016",0.499299315802489,0.473394608853351,"KL","control","M",12236
"E11",2016-04-02,"dusk",0,0,77,2566,0,0,2643,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-02,"night",0,0,2360,30230,0,0,32590,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-03,"dawn",11,75,1351,1198,0,20,2655,"March 2016",0.039924670433145,0.039924670433145,"KL","control","M",12236
"E11",2016-04-03,"day",18501,6069,2713,18182,3006,388,48859,"March 2016",0.572340817454307,0.510816840295544,"KL","control","M",12236
"E11",2016-04-03,"dusk",0,0,88,2567,0,0,2655,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-03,"night",378,181,2384,29057,226,5,32231,"March 2016",0.024510564363501,0.0174986813936893,"KL","control","M",12236
"E11",2016-04-04,"dawn",0,0,319,2349,0,0,2668,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-04,"day",14904,5947,4196,20638,2966,543,49194,"March 2016",0.495182339309672,0.434890433792739,"KL","control","M",12236
"E11",2016-04-04,"dusk",0,0,95,2573,0,0,2668,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-04,"night",0,0,2343,29527,0,0,31870,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-05,"dawn",0,0,548,2132,0,0,2680,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-05,"day",13717,5334,4835,23405,1727,512,49530,"March 2016",0.429840500706642,0.394972743791641,"KL","control","M",12236
"E11",2016-04-05,"dusk",11,120,350,1801,374,25,2681,"March 2016",0.197687430063409,0.0581872435658336,"KL","control","M",12236
"E11",2016-04-05,"night",0,0,1619,29890,0,0,31509,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-06,"dawn",37,179,1008,1456,0,15,2695,"March 2016",0.0857142857142857,0.0857142857142857,"KL","control","M",12236
"E11",2016-04-06,"day",15784,5640,2584,19136,6184,537,49865,"March 2016",0.564423944650556,0.440409104582372,"KL","control","M",12236
"E11",2016-04-06,"dusk",0,0,55,2555,84,0,2694,"March 2016",0.0311804008908686,0,"KL","control","M",12236
"E11",2016-04-06,"night",0,0,1848,29298,0,0,31146,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-07,"dawn",0,0,477,2232,0,0,2709,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-07,"day",12659,4638,7745,23635,950,573,50200,"March 2016",0.374900398406375,0.35597609561753,"KL","control","M",12236
"E11",2016-04-07,"dusk",0,0,77,2632,0,0,2709,"March 2016",0,0,"KL","control","M",12236
"E11",2016-04-07,"night",55,33,2086,28436,172,0,30782,"March 2016",0.00844649470469755,0.00285881359235917,"KL","control","M",12236
