"Squirrel","date","tod","Feed","Forage","NestMove","NestNotMove","notmoving","Travel","total","Deploy","out","act","Grid","Treatment","Sex","Squirrel_ID"
"I0",2016-11-24,"day",2651,3642,2097,11176,4116,471,24153,"Early November 2016",0.450461640375937,0.280048027160187,"AG","foodsup","M",13114
"I0",2016-11-24,"dusk",922,760,447,990,11,87,3217,"Early November 2016",0.553310537768107,0.549891202984147,"AG","foodsup","M",13114
"I0",2016-11-24,"night",196,39,3170,52403,0,5,55813,"Early November 2016",0.00430007345958827,0.00430007345958827,"AG","foodsup","M",13114
"I0",2016-11-25,"dawn",0,0,508,2730,0,0,3238,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-25,"day",1871,1380,3372,15986,932,367,23908,"Early November 2016",0.190312865986281,0.151330098711728,"AG","foodsup","M",13114
"I0",2016-11-25,"dusk",1099,476,731,848,22,63,3239,"Early November 2016",0.512503859215807,0.505711639394875,"AG","foodsup","M",13114
"I0",2016-11-25,"night",751,464,2585,51580,530,105,56015,"Early November 2016",0.033026867803267,0.0235651164866554,"AG","foodsup","M",13114
"I0",2016-11-26,"dawn",0,0,132,3127,0,0,3259,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-26,"day",2009,1462,2607,15587,1658,347,23670,"Early November 2016",0.231347697507393,0.161301225179552,"AG","foodsup","M",13114
"I0",2016-11-26,"dusk",856,166,133,2073,22,10,3260,"Early November 2016",0.323312883435583,0.316564417177914,"AG","foodsup","M",13114
"I0",2016-11-26,"night",110,82,3306,52545,168,0,56211,"Early November 2016",0.006404440412019,0.0034157015530768,"AG","foodsup","M",13114
"I0",2016-11-27,"dawn",0,0,77,3204,0,0,3281,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-27,"day",1831,2332,3561,14176,979,558,23437,"Early November 2016",0.243205188377352,0.201433630584119,"AG","foodsup","M",13114
"I0",2016-11-27,"dusk",452,251,22,2429,92,35,3281,"Early November 2016",0.252971654983237,0.224931423346541,"AG","foodsup","M",13114
"I0",2016-11-27,"night",716,321,4517,50334,435,78,56401,"Early November 2016",0.0274817822379036,0.0197691530292016,"AG","foodsup","M",13114
"I0",2016-11-28,"dawn",0,0,429,2872,0,0,3301,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-28,"day",2464,1391,3514,15208,336,299,23212,"Early November 2016",0.193434430467,0.178959159055661,"AG","foodsup","M",13114
"I0",2016-11-28,"dusk",0,0,131,3170,0,0,3301,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-28,"night",11,61,3597,52839,73,5,56586,"Early November 2016",0.00265083236136147,0.00136076061216555,"AG","foodsup","M",13114
"I0",2016-11-29,"dawn",0,0,88,3234,0,0,3322,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-29,"day",4484,2274,1621,11491,2767,355,22992,"Early November 2016",0.429714683368128,0.309368475991649,"AG","foodsup","M",13114
"I0",2016-11-29,"dusk",659,165,1433,980,55,31,3323,"Early November 2016",0.273848931688234,0.257297622630153,"AG","foodsup","M",13114
"I0",2016-11-29,"night",260,154,3104,53199,11,35,56763,"Early November 2016",0.00810387047900921,0.00791008227190247,"AG","foodsup","M",13114
"I0",2016-11-30,"dawn",0,0,325,3017,0,0,3342,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-11-30,"day",828,239,1850,19520,318,25,22780,"Early November 2016",0.0618964003511853,0.0479367866549605,"AG","foodsup","M",13114
"I0",2016-11-30,"dusk",785,246,1151,952,154,55,3343,"Early November 2016",0.370924319473527,0.32485791205504,"AG","foodsup","M",13114
"I0",2016-11-30,"night",0,0,2684,54251,0,0,56935,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-01,"dawn",0,0,66,3296,0,0,3362,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-01,"day",1841,1979,4053,13572,676,454,22575,"Early November 2016",0.219269102990033,0.189324473975637,"AG","foodsup","M",13114
"I0",2016-12-01,"dusk",754,367,931,1152,77,82,3363,"Early November 2016",0.380612548319952,0.35771632471008,"AG","foodsup","M",13114
"I0",2016-12-01,"night",638,388,5834,50106,101,33,57100,"Early November 2016",0.0203152364273205,0.0185464098073555,"AG","foodsup","M",13114
"I0",2016-12-02,"dawn",0,0,121,3261,0,0,3382,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-02,"day",1606,1208,3693,15105,563,203,22378,"Early November 2016",0.159978550361963,0.134819912413978,"AG","foodsup","M",13114
"I0",2016-12-02,"dusk",374,218,809,1592,348,40,3381,"Early November 2016",0.289855072463768,0.18692694469092,"AG","foodsup","M",13114
"I0",2016-12-02,"night",324,170,4573,52166,11,15,57259,"Early November 2016",0.00908154176635987,0.00888943222899457,"AG","foodsup","M",13114
"I0",2016-12-03,"dawn",0,0,154,3247,0,0,3401,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-03,"day",1257,1340,4139,15049,253,150,22188,"Early November 2016",0.135208220659816,0.123805660717505,"AG","foodsup","M",13114
"I0",2016-12-03,"dusk",425,154,770,2041,11,0,3401,"Early November 2016",0.173478388709203,0.170244045868862,"AG","foodsup","M",13114
"I0",2016-12-03,"night",193,240,3730,53140,86,21,57410,"Early November 2016",0.00940602682459502,0.00790802995993729,"AG","foodsup","M",13114
"I0",2016-12-04,"dawn",0,0,374,3045,0,0,3419,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-04,"day",1423,556,4181,15616,132,99,22007,"Early November 2016",0.100422592811378,0.0944245012950425,"AG","foodsup","M",13114
"I0",2016-12-04,"dusk",525,284,1860,669,33,48,3419,"Early November 2016",0.26031003217315,0.250658087159988,"AG","foodsup","M",13114
"I0",2016-12-04,"night",200,328,4230,52715,77,5,57555,"Early November 2016",0.010598557901138,0.00926070714968291,"AG","foodsup","M",13114
"I0",2016-12-05,"dawn",0,0,297,3140,0,0,3437,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-05,"day",1794,646,3584,15520,110,180,21834,"Early November 2016",0.12503435009618,0.119996335989741,"AG","foodsup","M",13114
"I0",2016-12-05,"dusk",76,50,518,2769,19,5,3437,"Early November 2016",0.0436427116671516,0.0381146348559791,"AG","foodsup","M",13114
"I0",2016-12-05,"night",0,0,1386,56306,0,0,57692,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-06,"dawn",0,0,77,3377,0,0,3454,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-06,"day",1601,562,2419,16671,280,137,21670,"Early November 2016",0.119058606368251,0.10613751730503,"AG","foodsup","M",13114
"I0",2016-12-06,"dusk",0,0,66,3389,0,0,3455,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-06,"night",55,56,1771,55650,279,10,57821,"Early November 2016",0.00691790180038394,0.00209266529461614,"AG","foodsup","M",13114
"I0",2016-12-07,"dawn",0,0,77,3394,0,0,3471,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-07,"day",2647,690,3063,14782,198,135,21515,"Early November 2016",0.170578666046944,0.161375784336509,"AG","foodsup","M",13114
"I0",2016-12-07,"dusk",0,0,879,2592,0,0,3471,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-07,"night",283,231,4861,52542,11,15,57943,"Early November 2016",0.00931950365013893,0.00912966190911758,"AG","foodsup","M",13114
"I0",2016-12-08,"dawn",0,0,55,3431,0,0,3486,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-08,"day",2013,1544,4602,12769,187,256,21371,"Early November 2016",0.187169528800711,0.178419353329278,"AG","foodsup","M",13114
"I0",2016-12-08,"dusk",0,0,198,3288,0,0,3486,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-08,"night",11,69,2824,55153,0,0,58057,"Early November 2016",0.00137795614654564,0.00137795614654564,"AG","foodsup","M",13114
"I0",2016-12-09,"dawn",0,0,176,3325,0,0,3501,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-09,"day",1463,1212,4711,13193,495,160,21234,"Early November 2016",0.156823961571065,0.133512291607799,"AG","foodsup","M",13114
"I0",2016-12-09,"dusk",368,324,1293,1488,0,28,3501,"Early November 2016",0.205655526992288,0.205655526992288,"AG","foodsup","M",13114
"I0",2016-12-09,"night",66,94,4856,53148,0,0,58164,"Early November 2016",0.00275084244549893,0.00275084244549893,"AG","foodsup","M",13114
"I0",2016-12-10,"dawn",0,0,705,2810,0,0,3515,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-10,"day",2612,1298,4439,12430,132,198,21109,"Early November 2016",0.200862191482306,0.194608934577668,"AG","foodsup","M",13114
"I0",2016-12-10,"dusk",0,0,297,3218,0,0,3515,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-10,"night",22,47,3999,54192,0,1,58261,"Early November 2016",0.00120148984741079,0.00120148984741079,"AG","foodsup","M",13114
"I0",2016-12-11,"dawn",0,0,913,2615,0,0,3528,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-11,"day",2475,1657,2840,12697,1144,180,20993,"Early November 2016",0.259896155861478,0.2054018006002,"AG","foodsup","M",13114
"I0",2016-12-11,"dusk",473,225,1785,989,0,56,3528,"Early November 2016",0.213718820861678,0.213718820861678,"AG","foodsup","M",13114
"I0",2016-12-11,"night",95,55,4789,53412,0,0,58351,"Early November 2016",0.00257065003170468,0.00257065003170468,"AG","foodsup","M",13114
"I0",2016-12-12,"dawn",0,0,226,3313,0,0,3539,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-12,"day",2300,1364,5330,11568,70,256,20888,"Early November 2016",0.191018766756032,0.187667560321716,"AG","foodsup","M",13114
"I0",2016-12-12,"dusk",0,0,1084,2455,0,0,3539,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-12,"night",330,119,4765,53209,11,0,58434,"Early November 2016",0.00787212923982613,0.00768388267104768,"AG","foodsup","M",13114
"I0",2016-12-13,"dawn",0,0,242,3308,0,0,3550,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-13,"day",2122,1663,4718,11925,143,222,20793,"Early November 2016",0.199586399268985,0.19270908478815,"AG","foodsup","M",13114
"I0",2016-12-13,"dusk",0,0,1692,1858,0,0,3550,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-13,"night",1143,422,4764,52083,0,95,58507,"Early November 2016",0.028372673355325,0.028372673355325,"AG","foodsup","M",13114
"I0",2016-12-14,"dawn",0,0,55,3504,0,0,3559,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-14,"day",2229,1217,5137,11443,396,288,20710,"Early November 2016",0.199420569773056,0.180299372283921,"AG","foodsup","M",13114
"I0",2016-12-14,"dusk",0,0,875,2685,0,0,3560,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-14,"night",557,794,5028,52073,30,89,58571,"Early November 2016",0.0250977446176435,0.0245855457478957,"AG","foodsup","M",13114
"I0",2016-12-15,"dawn",0,0,671,2897,0,0,3568,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-15,"day",2310,1547,3247,13190,132,211,20637,"Early November 2016",0.203517953190871,0.197121674662015,"AG","foodsup","M",13114
"I0",2016-12-15,"dusk",509,201,1680,1148,0,30,3568,"Early November 2016",0.207399103139013,0.207399103139013,"AG","foodsup","M",13114
"I0",2016-12-15,"night",674,504,4932,52435,32,50,58627,"Early November 2016",0.0214918041175568,0.0209459805209204,"AG","foodsup","M",13114
"I0",2016-12-16,"dawn",0,0,132,3443,0,0,3575,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-16,"day",2137,1725,6388,8638,1268,420,20576,"Early November 2016",0.269731726283048,0.208106531881804,"AG","foodsup","M",13114
"I0",2016-12-16,"dusk",425,337,901,1863,33,15,3574,"Early November 2016",0.226636821488528,0.217403469501959,"AG","foodsup","M",13114
"I0",2016-12-16,"night",617,501,4621,52744,107,85,58675,"Early November 2016",0.0223263740945888,0.0205027694929697,"AG","foodsup","M",13114
"I0",2016-12-17,"dawn",0,0,121,3459,0,0,3580,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-17,"day",3414,4153,3002,6204,3130,623,20526,"Early November 2016",0.551495664035857,0.399006138555978,"AG","foodsup","M",13114
"I0",2016-12-17,"dusk",0,0,500,3080,0,0,3580,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-17,"night",1821,1342,6438,48286,659,168,58714,"Early November 2016",0.0679565350682972,0.0567326361685458,"AG","foodsup","M",13114
"I0",2016-12-18,"dawn",0,0,1137,2448,0,0,3585,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-18,"day",2111,2432,6036,8112,1260,536,20487,"Early November 2016",0.30941572704642,0.24791331088007,"AG","foodsup","M",13114
"I0",2016-12-18,"dusk",1771,1381,0,0,283,150,3585,"Early November 2016",1,0.921059972105997,"AG","foodsup","M",13114
"I0",2016-12-18,"night",1433,1147,5791,47916,2302,154,58743,"Early November 2016",0.0857293634986296,0.0465417156086683,"AG","foodsup","M",13114
"I0",2016-12-19,"dawn",0,0,638,2949,0,0,3587,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-19,"day",141,399,3747,15529,556,89,20461,"Early November 2016",0.0579150579150579,0.0307414104882459,"AG","foodsup","M",13114
"I0",2016-12-19,"dusk",1037,1052,43,177,1088,190,3587,"Early November 2016",0.938667410091999,0.635349874546975,"AG","foodsup","M",13114
"I0",2016-12-19,"night",3549,3573,5451,43236,2339,617,58765,"Early November 2016",0.17149663915596,0.131694035565388,"AG","foodsup","M",13114
"I0",2016-12-20,"dawn",542,183,1053,1687,110,15,3590,"Early November 2016",0.236768802228412,0.206128133704735,"AG","foodsup","M",13114
"I0",2016-12-20,"day",0,0,1532,18913,0,0,20445,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-20,"dusk",440,1116,934,690,124,285,3589,"Early November 2016",0.547506269155754,0.512956255224296,"AG","foodsup","M",13114
"I0",2016-12-20,"night",4312,2735,5875,43655,1935,264,58776,"Early November 2016",0.157309105757452,0.124387505104124,"AG","foodsup","M",13114
"I0",2016-12-21,"dawn",148,47,911,2479,0,5,3590,"Early November 2016",0.0557103064066852,0.0557103064066852,"AG","foodsup","M",13114
"I0",2016-12-21,"day",597,466,3688,15512,143,34,20440,"Early November 2016",0.060665362035225,0.0536692759295499,"AG","foodsup","M",13114
"I0",2016-12-21,"dusk",957,1117,385,883,105,143,3590,"Early November 2016",0.646796657381616,0.617548746518106,"AG","foodsup","M",13114
"I0",2016-12-21,"night",3425,3382,7472,42071,2143,287,58780,"Early November 2016",0.157145287512759,0.12068730860837,"AG","foodsup","M",13114
"I0",2016-12-22,"dawn",0,0,363,3226,0,0,3589,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-22,"day",0,0,2516,17932,0,0,20448,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-22,"dusk",209,130,827,2372,26,25,3589,"Early November 2016",0.108665366397325,0.101421008637503,"AG","foodsup","M",13114
"I0",2016-12-22,"night",4419,2724,6570,42474,2297,290,58774,"Early November 2016",0.16554939258856,0.126467485622894,"AG","foodsup","M",13114
"I0",2016-12-23,"dawn",0,0,374,3213,0,0,3587,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-23,"day",0,0,6246,14222,0,0,20468,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-23,"dusk",1301,593,407,1220,22,44,3587,"Early November 2016",0.546417619180374,0.540284360189573,"AG","foodsup","M",13114
"I0",2016-12-23,"night",4369,2112,7217,44161,693,206,58758,"Early November 2016",0.125599918308996,0.113805779638517,"AG","foodsup","M",13114
"I0",2016-12-24,"dawn",602,296,695,1879,77,35,3584,"Early November 2016",0.281808035714286,0.260323660714286,"AG","foodsup","M",13114
"I0",2016-12-24,"day",0,0,2028,18470,0,0,20498,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-24,"dusk",583,807,309,1294,456,134,3583,"Early November 2016",0.55260954507396,0.425341892269048,"AG","foodsup","M",13114
"I0",2016-12-24,"night",2628,2084,8299,44206,1252,266,58735,"Early November 2016",0.106069634800375,0.0847535540989189,"AG","foodsup","M",13114
"I0",2016-12-25,"dawn",140,135,503,2775,0,25,3578,"Early November 2016",0.0838457238680827,0.0838457238680827,"AG","foodsup","M",13114
"I0",2016-12-25,"day",852,394,2855,16378,22,40,20541,"Early November 2016",0.0636775230027749,0.0626064943284163,"AG","foodsup","M",13114
"I0",2016-12-25,"dusk",309,331,684,1823,397,35,3579,"Early November 2016",0.299525006985191,0.188600167644593,"AG","foodsup","M",13114
"I0",2016-12-25,"night",3121,2593,7345,44587,728,328,58702,"Early November 2016",0.115328268202106,0.102926646451569,"AG","foodsup","M",13114
"I0",2016-12-26,"dawn",119,143,1102,2187,11,10,3572,"Early November 2016",0.0792273236282195,0.0761478163493841,"AG","foodsup","M",13114
"I0",2016-12-26,"day",0,0,2465,18130,0,0,20595,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-26,"dusk",1285,698,941,275,253,120,3572,"Early November 2016",0.659574468085106,0.588745800671893,"AG","foodsup","M",13114
"I0",2016-12-26,"night",2683,1761,7470,45210,1331,206,58661,"Early November 2016",0.101958711921038,0.0792690203030975,"AG","foodsup","M",13114
"I0",2016-12-27,"dawn",748,318,1016,1299,154,30,3565,"Early November 2016",0.350631136044881,0.307433380084151,"AG","foodsup","M",13114
"I0",2016-12-27,"day",143,390,1668,18337,33,89,20660,"Early November 2016",0.031703775411423,0.0301064859632139,"AG","foodsup","M",13114
"I0",2016-12-27,"dusk",660,458,846,1334,231,36,3565,"Early November 2016",0.388499298737728,0.323702664796634,"AG","foodsup","M",13114
"I0",2016-12-27,"night",3934,3404,7904,39686,3431,251,58610,"Early November 2016",0.188022521753967,0.129483023374851,"AG","foodsup","M",13114
"I0",2016-12-28,"dawn",0,0,352,3204,0,0,3556,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-28,"day",579,489,4198,15369,33,69,20737,"Early November 2016",0.0564208901962675,0.0548295317548344,"AG","foodsup","M",13114
"I0",2016-12-28,"dusk",55,161,979,2259,87,15,3556,"Early November 2016",0.0894263217097863,0.0649606299212598,"AG","foodsup","M",13114
"I0",2016-12-28,"night",4507,3850,9406,37292,3091,405,58551,"Early November 2016",0.202438899421018,0.149647316015098,"AG","foodsup","M",13114
"I0",2016-12-29,"dawn",0,0,330,3217,0,0,3547,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-29,"day",0,0,3134,17690,0,0,20824,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-29,"dusk",792,1454,139,77,847,237,3546,"Early November 2016",0.939086294416244,0.700225606316977,"AG","foodsup","M",13114
"I0",2016-12-29,"night",4840,4231,7003,38850,3174,385,58483,"Early November 2016",0.215960193560522,0.161688011900894,"AG","foodsup","M",13114
"I0",2016-12-30,"dawn",0,0,264,3272,0,0,3536,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-30,"day",143,192,3661,16770,121,35,20922,"Early November 2016",0.0234681196826307,0.0176847337730618,"AG","foodsup","M",13114
"I0",2016-12-30,"dusk",935,1860,0,0,495,245,3535,"Early November 2016",1,0.85997171145686,"AG","foodsup","M",13114
"I0",2016-12-30,"night",4644,4524,5717,39327,3680,515,58407,"Early November 2016",0.22879106956358,0.165784923040047,"AG","foodsup","M",13114
"I0",2016-12-31,"dawn",0,0,165,3358,0,0,3523,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2016-12-31,"day",991,549,3920,15328,154,89,21031,"Early November 2016",0.0847796110503542,0.0774570871570539,"AG","foodsup","M",13114
"I0",2016-12-31,"dusk",224,143,728,2428,0,0,3523,"Early November 2016",0.10417258018734,0.10417258018734,"AG","foodsup","M",13114
"I0",2016-12-31,"night",4208,2977,8225,39688,2902,323,58323,"Early November 2016",0.178488760866211,0.128731375272191,"AG","foodsup","M",13114
"I0",2017-01-01,"dawn",0,0,77,3433,0,0,3510,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2017-01-01,"day",262,266,4160,16430,12,20,21150,"Early November 2016",0.0264775413711584,0.0259101654846336,"AG","foodsup","M",13114
"I0",2017-01-01,"dusk",41,49,581,2839,0,0,3510,"Early November 2016",0.0256410256410256,0.0256410256410256,"AG","foodsup","M",13114
"I0",2017-01-01,"night",4063,2756,7557,42293,1200,361,58230,"Early November 2016",0.1439120728147,0.123304138760089,"AG","foodsup","M",13114
"I0",2017-01-02,"dawn",0,0,213,3283,0,0,3496,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2017-01-02,"day",0,0,3459,17820,0,0,21279,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2017-01-02,"dusk",678,1093,842,396,308,179,3496,"Early November 2016",0.645881006864989,0.557780320366133,"AG","foodsup","M",13114
"I0",2017-01-02,"night",5165,3288,6387,38930,3894,465,58129,"Early November 2016",0.220406337628378,0.153417399232741,"AG","foodsup","M",13114
"I0",2017-01-03,"dawn",0,0,1171,2310,0,0,3481,"Early November 2016",0,0,"AG","foodsup","M",13114
"I0",2017-01-03,"day",946,636,3551,15939,242,105,21419,"Early November 2016",0.0900602269013493,0.078761846958308,"AG","foodsup","M",13114
"I0",2017-01-03,"dusk",506,468,187,2113,182,25,3481,"Early November 2016",0.339270324619362,0.28698649813272,"AG","foodsup","M",13114
"I0",2017-01-03,"night",2480,2113,6356,45113,1483,474,58019,"Early November 2016",0.1128940519485,0.0873334597287096,"AG","foodsup","M",13114
"I17",2016-11-07,"dawn",0,0,44,2829,0,0,2873,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-07,"day",3533,2009,2768,18507,1907,243,28967,"Early November 2016",0.265543549556392,0.199710014844478,"AG","foodsup","M",19890
"I17",2016-11-07,"dusk",412,235,426,1559,231,10,2873,"Early November 2016",0.309084580577793,0.228680821441002,"AG","foodsup","M",19890
"I17",2016-11-07,"night",472,214,2124,48723,126,28,51687,"Early November 2016",0.0162516686981253,0.0138139183934065,"AG","foodsup","M",19890
"I17",2016-11-08,"dawn",0,0,22,2869,0,0,2891,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-08,"day",6012,4775,2279,13320,1512,761,28659,"Early November 2016",0.455703269479047,0.402944973655745,"AG","foodsup","M",19890
"I17",2016-11-08,"dusk",286,81,742,1765,0,17,2891,"Early November 2016",0.132826011760636,0.132826011760636,"AG","foodsup","M",19890
"I17",2016-11-08,"night",1276,1048,2322,47021,135,157,51959,"Early November 2016",0.0503473892877076,0.0477491868588695,"AG","foodsup","M",19890
"I17",2016-11-09,"dawn",0,0,44,2865,0,0,2909,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-09,"day",5518,5111,2105,13278,1490,851,28353,"Early November 2016",0.457447183719536,0.404895425528163,"AG","foodsup","M",19890
"I17",2016-11-09,"dusk",0,0,209,2701,0,0,2910,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-09,"night",1264,977,2697,46831,297,162,52228,"Early November 2016",0.0516964080569809,0.046009803170713,"AG","foodsup","M",19890
"I17",2016-11-10,"dawn",0,0,33,2895,0,0,2928,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-10,"day",5396,6846,3339,9779,1076,1614,28050,"Early November 2016",0.532335115864528,0.49397504456328,"AG","foodsup","M",19890
"I17",2016-11-10,"dusk",1274,1313,0,0,11,330,2928,"Early November 2016",1,0.996243169398907,"AG","foodsup","M",19890
"I17",2016-11-10,"night",1802,756,2162,47002,564,208,52494,"Early November 2016",0.0634358212367128,0.0526917361984227,"AG","foodsup","M",19890
"I17",2016-11-11,"dawn",0,0,44,2903,0,0,2947,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-11,"day",5470,10825,1559,6941,1451,1503,27749,"Early November 2016",0.693682655230819,0.641392482611986,"AG","foodsup","M",19890
"I17",2016-11-11,"dusk",1272,1293,29,7,165,181,2947,"Early November 2016",0.987784187309128,0.931795045809298,"AG","foodsup","M",19890
"I17",2016-11-11,"night",0,0,2871,49886,0,0,52757,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-12,"dawn",0,0,110,2857,0,0,2967,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-12,"day",3980,4685,2828,12563,2683,712,27451,"Early November 2016",0.439328257622673,0.341590470292521,"AG","foodsup","M",19890
"I17",2016-11-12,"dusk",1743,573,310,121,143,76,2966,"Early November 2016",0.854686446392448,0.806473364801079,"AG","foodsup","M",19890
"I17",2016-11-12,"night",320,220,3249,49002,210,15,53016,"Early November 2016",0.014429606156632,0.0104685377999095,"AG","foodsup","M",19890
"I17",2016-11-13,"dawn",0,0,110,2876,0,0,2986,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-13,"day",3931,3362,3632,13443,2295,493,27156,"Early November 2016",0.371225511857416,0.286713801738106,"AG","foodsup","M",19890
"I17",2016-11-13,"dusk",0,0,66,2441,479,0,2986,"Early November 2016",0.160415271265908,0,"AG","foodsup","M",19890
"I17",2016-11-13,"night",575,239,4627,47805,11,15,53272,"Early November 2016",0.0157681333533564,0.0155616458927767,"AG","foodsup","M",19890
"I17",2016-11-14,"dawn",0,0,99,2907,0,0,3006,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-14,"day",4973,2081,2517,11082,5940,271,26864,"Early November 2016",0.493783502084574,0.272669743895176,"AG","foodsup","M",19890
"I17",2016-11-14,"dusk",1279,379,0,0,1309,39,3006,"Early November 2016",1,0.564537591483699,"AG","foodsup","M",19890
"I17",2016-11-14,"night",1397,409,2387,48338,973,20,53524,"Early November 2016",0.0522942978850609,0.0341155369553845,"AG","foodsup","M",19890
"I17",2016-11-15,"dawn",143,11,0,939,1933,0,3026,"Early November 2016",0.689689358889623,0.0508922670191672,"AG","foodsup","M",19890
"I17",2016-11-15,"day",5269,3402,816,4975,11721,391,26574,"Early November 2016",0.782080228795063,0.341010009783999,"AG","foodsup","M",19890
"I17",2016-11-15,"dusk",0,0,572,2455,0,0,3027,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-15,"night",2065,866,4466,44167,2159,50,53773,"Early November 2016",0.0955870046305767,0.0554367433470329,"AG","foodsup","M",19890
"I17",2016-11-16,"dawn",0,0,120,2927,0,0,3047,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-16,"day",4759,3163,2510,8875,6643,338,26288,"Early November 2016",0.566912659768716,0.314211807668898,"AG","foodsup","M",19890
"I17",2016-11-16,"dusk",385,248,88,1849,472,5,3047,"Early November 2016",0.364292746964227,0.209386281588448,"AG","foodsup","M",19890
"I17",2016-11-16,"night",1793,841,3994,46214,1116,60,54018,"Early November 2016",0.0705320448739309,0.049872264800622,"AG","foodsup","M",19890
"I17",2016-11-17,"dawn",0,0,88,2980,0,0,3068,"Early November 2016",0,0,"AG","foodsup","M",19890
"I17",2016-11-17,"day",6414,1640,2617,13477,1720,138,26006,"Early November 2016",0.381142813196955,0.315004229793125,"AG","foodsup","M",19890
"I17",2016-11-17,"dusk",972,381,550,930,220,15,3068,"Early November 2016",0.517601043024772,0.445893089960887,"AG","foodsup","M",19890
"I17",2016-11-17,"night",1225,490,2636,48992,910,5,54258,"Early November 2016",0.0484721147111947,0.031700394411884,"AG","foodsup","M",19890
"I17",2016-11-18,"dawn",0,0,55,3034,0,0,3089,"Early November 2016",0,0,"AG","foodsup","M",19890
